خاص	28010
ترین	27916
حدیث	27880
چھوڑ	27863
پارلیمنٹ	27825
پیر	27784
درخواست	27719
تقریب	27677
فوجی	27647
زخمی	27610
غلام	27566
کونسل	27558
قدر	27470
لیں	27430
یوں	27403
سیاست	27292
شکار	27255
نگار	27177
جمع	27105
خبر	27096
سپریم	27059
امام	26817
سالہ	26804
شہید	26573
ڈالر	26557
کل	26467
مطالبہ	26346
آواز	26341
فلم	26331
رہیں	26324
مرکزی	26274
مرتبہ	26270
پانچ	26237
الدین	26164
بچے	26076
مقام	25956
تمہیں	25905
رقم	25894
یوسف	25860
قیمت	25858
خیالات	25816
قیام	25776
جمہوریت	25740
زائد	25711
ارب	25556
کمیشن	25548
فوری	25476
کردی	25471
دینا	25411
نمبر	25376
آتا	25335
داری	25320
نبی	25287
رکھ	25282
عنہ	25188
ارکان	25149
کہاں	25097
شاید	25064
قبول	24935
وی	24928
چاہتا	24880
پورا	24850
چکی	24814
ادارے	24760
صبح	24716
عورت	24708
داخل	24699
مشکل	24670
آزادی	24631
کامیاب	24533
فائرنگ	24521
یونیورسٹی	24519
شام	24510
اجازت	24429
وغیرہ	24429
پالیسی	24406
تر	24403
انتخابات	24370
گئیں	24287
نامہ	24230
صحیح	24204
حیثیت	24142
سفر	24071
دین	23997
تقسیم	23946
حکام	23867
الزام	23833
اینڈ	23825
رابطہ	23813
وزارت	23772
بنیاد	23759
حالت	23759
اصل	23737
رہنما	23731
رائے	23727
مال	23724
حملے	23718
کیسے	23703
رہنے	23663
جانا	23610
پورے	23599
ایشن	23579
وطن	23572
زور	23503
آخر	23476
پس	23466
باتیں	23427
سزا	23422
ہمارا	23417
از	23416
اسپتال	23341
عوامی	23325
سمجھ	23318
طلب	23288
ضرور	23268
کامیابی	23261
محمود	23238
ایسوسی	23220
نمائندہ	23151
غلط	23097
سیلاب	23074
باقی	23064
انصاف	23032
رنگ	22998
مسجد	22981
صحت	22975
توجہ	22960
پڑے	22919
مقصد	22891
موت	22814
مذاکرات	22748
بلوچستان	22732
سربراہ	22693
پروفیسر	22659
ملے	22626
کررہے	22582
آخری	22579
انسانی	22531
محسوس	22522
سلسلہ	22456
نتیجے	22455
واقعہ	22407
رکن	22385
رہتے	22344
آئندہ	22328
سرمایہ	22311
نیشنل	22113
ملزمان	22099
ملا	22054
مقابلے	21942
برس	21935
عظیم	21931
کریم	21906
راجہ	21904
الیکشن	21821
سعید	21815
گروپ	21780
آپریشن	21773
عمران	21643
ماں	21545
حملہ	21536
انھیں	21522
دوست	21520
پیچھے	21498
نکل	21484
کروڑ	21478
واقعات	21474
کھیل	21389
پریس	21380
ایچ	21362
فرماتے	21352
آغاز	21259
دنوں	21253
چلے	21243
تعاون	21234
آتے	21232
لکھا	21181
نوجوان	21162
چنانچہ	21123
داخلہ	21097
رنز	21075
چین	21004
آگ	20999
شریک	20994
حقوق	20910
مقامی	20900
ہائی	20893
برطانوی	20854
کیو	20835
چلا	20827
حمایت	20814
عملی	20804
سبب	20800
قائد	20734
خون	20715
دوبارہ	20690
رب	20667
فکر	20636
کھلاڑیوں	20615
امداد	20609
اچھا	20542
چل	20407
ہفتے	20400
آتی	20388
الفاظ	20386
سا	20385
دعا	20353
قانونی	20321
بل	20318
اچھی	20275
کیخلاف	20263
غریب	20244
مالک	20232
من	20225
بنیادی	20190
دس	20185
ہوگئی	20183
معاملات	20176
تعمیر	20152
تعلقات	20124
اقتدار	20070
ف	20051
الگ	20051
تفصیلات	20032
شکست	20029
منہ	19911
اتنی	19902
نا	19818
سامنا	19795
کرلیا	19756
آیت	19733
اتنا	19698
بالکل	19697
تحفظ	19654
لیتے	19622
معاملہ	19617
فون	19607
الطاف	19580
آنکھوں	19576
امیر	19567
فائدہ	19565
کیس	19555
زندہ	19546
پڑا	19528
منعقد	19516
عبداللہ	19516
مالی	19423
محکمہ	19412
بنائے	19396
جماعتوں	19393
افسران	19383
انجام	19378
درست	19338
روشنی	19300
اضافے	19279
آئین	19259
کردہ	19236
بلند	19221
احساس	19199
مار	19195
غور	19186
محفوظ	19145
معاشی	19129
گیلانی	19108
ہاتھوں	19082
ادب	19072
کافی	19025
بھرپور	19018
سینئر	19001
عدلیہ	18997
شادی	18970
مظاہرہ	18956
ایل	18954
مارکیٹ	18946
دیر	18908
مطلب	18898
پوچھا	18872
انکار	18816
خارجہ	18788
ساری	18778
ٹاؤن	18701
بحران	18672
متاثر	18670
طے	18668
بجے	18665
روڈ	18656
خوف	18648
گورنر	18634
کہنے	18632
لا	18576
منظور	18571
عباس	18570
ملنے	18563
دوسرا	18543
اسکول	18538
سیکورٹی	18509
مذہبی	18493
بین	18476
سن	18460
تا	18436
علامہ	18415
کارکردگی	18398
دورہ	18398
انتظامیہ	18391
دشمن	18381
خدمت	18351
امید	18324
خواب	18320
باپ	18314
رکھے	18277
تبدیلی	18232
ملی	18227
عرب	18185
مقرر	18184
جمہوری	18143
منظر	18138
محض	18073
کالج	18031
سیکریٹری	18015
طاقت	17976
چیت	17975
ملوث	17957
شاہد	17889
جیسا	17862
تباہ	17856
حیدرآباد	17840
عذاب	17795
اعتماد	17776
رہتا	17776
صاف	17757
جاوید	17742
احتجاج	17734
اک	17703
سکیں	17672
معاملے	17656
شاعری	17589
حضور	17550
ناظم	17534
سوچ	17501
مستقبل	17411
ڈائریکٹر	17376
لہٰذا	17364
مضبوط	17357
سارے	17306
منتخب	17300
وزیراعلیٰ	17277
صدیقی	17275
گیس	17256
عدم	17248
عزیز	17245
جیو	17237
ملازمین	17237
سٹی	17230
کرپشن	17180
مقابلہ	17151
شاعر	17141
تحقیقات	17108
قدم	17074
تلاش	17030
دیکھنے	17008
ناکام	17000
مسلسل	16995
اہمیت	16957
پہنچا	16951
کاری	16930
گرد	16908
حملوں	16895
حکمت	16874
بال	16862
طویل	16860
درج	16860
خالد	16856
رہنماؤں	16839
حکومتی	16833
ٹیسٹ	16832
اٹھا	16831
ریکارڈ	16822
الرحمن	16793
فروخت	16789
خط	16732
مشتمل	16710
اعجاز	16692
نہایت	16655
شب	16636
راستہ	16623
جنہوں	16594
پتہ	16588
بجٹ	16573
جاں	16572
گناہ	16561
میر	16533
بہترین	16520
کھڑے	16473
م	16405
تبدیل	16405
لائن	16399
گردوں	16380
امور	16372
کمپنی	16360
اکثر	16358
فضل	16349
معنی	16300
تقریباً	16219
رکھی	16211
ترجمان	16205
لگی	16172
اتحاد	16166
بیٹھے	16164
سوا	16153
ماضی	16142
جمعہ	16139
گل	16096
دیکھتے	16092
بحالی	16084
پابندی	16075
مشترکہ	16052
چینی	16049
غم	16041
لینڈ	16035
طلبہ	16019
مقدمہ	16015
واقع	16014
ڈال	16000
رکھتا	15962
مثال	15958
لو	15929
فائنل	15879
بیوی	15872
ایوان	15842
یقینی	15830
کلب	15742
خواہش	15736
روک	15690
لگتا	15677
کروں	15675
کن	15662
دیتی	15642
چھوٹے	15627
الحق	15625
در	15610
اثر	15605
متاثرین	15598
سماعت	15594
شکل	15577
برائے	15564
شہریوں	15542
شعر	15541
لفظ	15515
ورلڈ	15510
خاندان	15507
تمہاری	15505
مارچ	15483
جائزہ	15453
برابر	15452
شک	15441
ہاؤس	15438
تعلیمی	15406
شہری	15377
اوپر	15363
چاہے	15358
مہم	15352
فراہمی	15306
جنوبی	15293
نوٹس	15282
گزر	15253
جج	15212
بہ	15191
جسم	15163
شمار	15159
تب	15151
خاتون	15144
نتیجہ	15141
کرانے	15139
اختر	15131
آئیں	15121
نو	15120
کلام	15120
پہلا	15107
ذریعہ	15105
تصور	15105
لگ	15066
ملین	15053
مراد	14997
موقف	14996
تشکیل	14964
متعدد	14962
فروغ	14958
روح	14938
خرچ	14911
تسلیم	14905
ٹورنامنٹ	14898
باب	14898
جارہا	14892
معاشرے	14871
فتح	14860
منصوبہ	14856
ادھر	14853
عرض	14850
دکھائی	14845
قیمتوں	14832
یو	14811
سامان	14789
ارشاد	14785
دعوت	14776
افغان	14769
یونین	14768
جانتے	14749
امر	14723
معیشت	14715
اتفاق	14712
لائے	14687
مشکلات	14686
بخش	14684
عطا	14657
گھنٹے	14652
پور	14624
حدود	14613
مجبور	14608
عائد	14604
ریاست	14565
ملزم	14564
جدید	14564
نائب	14558
خانہ	14555
حکمرانوں	14531
سول	14521
لوٹ	14509
نور	14503
بیٹھ	14500
گاڑی	14493
خدمات	14480
صدارت	14474
خوشی	14474
والد	14457
وجود	14447
موومنٹ	14420
اطلاعات	14417
نیا	14412
مرزا	14402
اقوام	14386
روزہ	14364
آگاہ	14335
سردار	14327
اہتمام	14305
اخبار	14293
بم	14283
مذکورہ	14278
طریقہ	14258
ی	14254
مرد	14226
منظوری	14224
کھانے	14197
جیل	14162
بدھ	14143
بٹ	14136
چھ	14121
پہنچے	14121
مذمت	14064
اپیل	14053
شعبہ	14044
کپ	14039
عہد	14023
خیر	14005
فیصل	14001
بیٹے	13985
زمانے	13941
سماجی	13938
حکمران	13929
حیدر	13922
ملکوں	13914
تیز	13905
گر	13900
میدان	13898
آسمان	13895
انتخاب	13887
سمجھتے	13884
فاروق	13883
ہندوستان	13881
شدہ	13871
ذرا	13860
نشانہ	13859
برآمد	13847
سات	13790
سلیم	13772
فٹ	13768
محنت	13751
اسرائیل	13718
شائع	13710
نقل	13701
کیلیے	13689
شدت	13675
خوب	13661
پیغام	13655
ظلم	13640
قوت	13633
قریشی	13633
گھروں	13592
راستے	13536
جارہی	13531
نتائج	13513
ذہن	13499
لانے	13496
نیچے	13487
خراب	13479
تیرے	13477
جاؤ	13448
کھڑا	13429
ہزاروں	13384
شپ	13384
رواں	13369
ضلع	13357
بادشاہ	13352
بحث	13343
کب	13340
السلام	13322
جامعہ	13321
آنکھیں	13296
پا	13280
قیامت	13268
بننے	13215
روشن	13204
سوات	13195
فن	13189
دریں	13176
ایران	13170
لینا	13153
دفتر	13142
نکال	13108
سنا	13100
کپتان	13090
علاج	13077
بنی	13074
افسوس	13070
اچھے	13049
الاقوامی	13047
حاجی	13029
کیں	13025
پیپلزپارٹی	13011
بلا	12986
بدل	12980
محروم	12966
شرح	12959
آئینی	12956
دولت	12955
خواہ	12940
پناہ	12939
اگرچہ	12934
حصول	12924
کہتا	12912
رہتی	12906
مدت	12905
صوبہ	12897
جمعرات	12887
اندازہ	12882
جنہیں	12881
فرما	12874
افتخار	12873
انٹرنیشنل	12852
خواجہ	12847
جدوجہد	12839
دم	12837
صوبے	12834
بیورو	12822
منصوبے	12805
کمیونٹی	12801
نزدیک	12788
بنے	12776
پڑھ	12775
بحال	12741
آبادی	12734
برادری	12721
جانتا	12697
کھلاڑی	12671
نمایاں	12646
جناب	12644
عناصر	12640
عزت	12635
اطلاع	12629
راست	12622
ورنہ	12616
کارکنوں	12591
لڑکی	12580
حج	12565
منگل	12559
معروف	12544
بری	12539
کنٹرول	12537
افسر	12528
دباؤ	12494
سلامتی	12488
ہاکی	12480
برداشت	12476
شخصیت	12469
تیزی	12457
خاطر	12445
مجموعی	12437
بلوچ	12427
ابراہیم	12425
ٹھیک	12418
صحافیوں	12403
ماہرین	12391
ذاتی	12385
کہانی	12365
تربیت	12357
لگایا	12343
دیے	12333
مسلح	12331
تنقید	12331
اقتصادی	12329
بھاری	12312
ب	12305
حقیقی	12303
لیبر	12278
یوم	12257
ہمراہ	12252
اختلاف	12252
جے	12251
لیڈر	12249
طارق	12236
طریقے	12184
انتہا	12176
تصدیق	12174
تجویز	12159
دفاع	12132
خاتمے	12124
تشدد	12097
ممتاز	12091
موضوع	12080
اتوار	12055
سیدنا	12055
اساتذہ	12044
فرق	12036
شہروں	12030
بندی	12021
رحمت	12011
ابی	12008
ہفتہ	12000
سالانہ	11991
پایا	11986
جاسکتا	11978
سچ	11971
دورے	11966
درد	11962
آل	11959
رکھنا	11956
مقدمات	11944
جیت	11933
ذات	11928
مبتلا	11916
منتقل	11898
اگلے	11856
نظیر	11855
اراکین	11850
متعلقہ	11812
وفد	11811
نسل	11810
مہمان	11795
جنت	11764
حیات	11758
اخراجات	11749
انتظار	11749
ون	11738
گورنمنٹ	11713
اچانک	11713
سرحد	11700
بد	11678
حالانکہ	11654
سوار	11615
کاروبار	11614
مصروف	11609
نیک	11604
زمانہ	11585
تنظیم	11575
کہی	11569
توڑ	11569
اتنے	11566
چونکہ	11565
قید	11559
معمولی	11531
ازیں	11526
سکا	11517
گاؤں	11516
انتقال	11509
وسائل	11508
یونس	11500
کیمپ	11496
لاش	11495
استحکام	11495
روانہ	11478
مذہب	11436
عبادت	11435
ووٹ	11433
ذوالفقار	11420
عورتوں	11412
چاہتی	11408
د	11406
مسئلے	11403
ثبوت	11390
کمال	11380
سری	11366
اقدام	11363
ترمیم	11357
مکان	11350
باتوں	11334
اعتبار	11324
احتجاجی	11321
خالی	11316
کھانا	11283
سازش	11277
علماء	11266
معلومات	11261
مرکز	11258
البتہ	11234
جیسی	11205
مرے	11197
مشہور	11191
دعویٰ	11178
ماحول	11172
عید	11169
اثناء	11169
مہنگائی	11168
عرصے	11163
جرم	11163
عشق	11160
کررہی	11135
مملکت	11124
یار	11109
پڑ	11105
شعیب	11095
تیری	11058
صوبوں	11057
جائز	11040
پائے	11039
پڑی	11028
نازل	11007
قاری	11006
برقرار	11006
کرنی	10998
دہلی	10974
تمہارا	10971
سلام	10965
بوجھ	10951
موسیٰ	10940
سعودی	10929
حاضر	10923
گویا	10918
خاتمہ	10917
اُسے	10915
نظم	10914
ڈپٹی	10912
وعدہ	10906
اکثریت	10887
مرحوم	10877
مناسب	10872
امیدوار	10864
تجارت	10856
غالب	10839
قابو	10828
وصول	10819
نوجوانوں	10817
ل	10807
نامعلوم	10799
حیرت	10787
ق	10774
لایا	10774
اثرات	10772
توقع	10771
بخاری	10763
کمزور	10762
خطرہ	10746
بطور	10741
رکھتی	10740
عرصہ	10721
میڈیکل	10713
حالیہ	10709
اکرم	10706
سمجھا	10696
مغربی	10635
نجی	10631
اسلحہ	10615
فرض	10614
خفیہ	10613
بحق	10590
ظفر	10589
کاروں	10586
پیسے	10585
یقیناً	10584
گاہ	10582
با	10579
حافظ	10576
اعزاز	10568
محترمہ	10553
یافتہ	10547
واپسی	10534
درجہ	10533
قاسم	10526
مین	10515
بھیجا	10496
ادائیگی	10494
آرمی	10468
طرز	10466
ٹریفک	10462
مند	10461
عامر	10450
مفادات	10448
کالونی	10429
معاہدے	10423
عبد	10419
موجودگی	10395
دھماکے	10389
لاکھوں	10381
مثبت	10378
پرست	10375
بیٹی	10354
افواج	10319
پارلیمانی	10313
شعبے	10305
الزامات	10294
چہرے	10291
یورپ	10285
شہادت	10278
۲	10273
براہ	10270
وسیع	10240
انور	10236
مر	10224
حامل	10213
تازہ	10212
۱	10211
رمضان	10211
کرلی	10211
ایٹمی	10184
شیر	10180
پڑتا	10177
اکبر	10173
حفاظت	10172
ٹیلی	10171
جرائم	10157
دسمبر	10123
سلمان	10123
سوسائٹی	10123
فورسز	10120
طاہر	10108
منزل	10101
اپوزیشن	10100
خزانہ	10085
قبضہ	10078
لگائے	10077
گذشتہ	10072
چلی	10070
معاف	10065
ادارہ	10058
فرار	10042
ڈرون	10041
کھا	10038
محدود	10037
موٹر	10034
لگانے	10017
حرام	10016
ججوں	9985
کرائی	9984
طالب	9981
تیل	9980
حوصلہ	9975
رشتہ	9952
پڑھنے	9941
واحد	9925
دوں	9923
روکنے	9906
تعریف	9900
سکھر	9896
تحریر	9869
الٰہی	9865
آن	9864
عباسی	9864
پاؤں	9861
کرائے	9859
وکیل	9857
مئی	9844
غزل	9843
موسم	9838
اوباما	9836
احترام	9823
لکھ	9815
ڈسٹرکٹ	9812
پریشان	9808
شہباز	9801
دلچسپی	9799
سنگھ	9791
گروہ	9774
سلطان	9759
سنی	9743
رحمن	9731
سینٹر	9728
سمندر	9727
مخصوص	9726
پیداوار	9724
مری	9714
رہنا	9711
موبائل	9704
بارش	9702
مخالفت	9700
خوبصورت	9699
چوری	9683
ادبی	9682
جناح	9681
نواب	9677
جمعیت	9675
بہتری	9670
نومبر	9658
نجات	9656
دروازے	9651
ابتدائی	9647
وسلم	9647
پسندوں	9642
رخ	9640
آمد	9640
سیریز	9614
مبارک	9613
ریلوے	9581
وکلاء	9578
علاقہ	9557
پشاور	9553
لیتا	9550
کلو	9535
مفتی	9524
دیوار	9515
مفاد	9511
خاموش	9510
تباہی	9509
دینی	9509
کابینہ	9506
اہلکاروں	9503
مثلاً	9503
قربانی	9499
ریاض	9495
آنکھ	9478
امکان	9450
کتنے	9448
بنائی	9440
خداوند	9439
سارا	9437
پائی	9409
لیاقت	9408
چھوٹی	9398
بازی	9395
ص	9394
قادری	9393
مشیر	9391
ملتا	9391
برسوں	9388
بچہ	9387
تحقیق	9384
آؤٹ	9380
وکٹ	9359
پسندی	9355
اولاد	9354
یورپی	9353
پونڈ	9353
چاند	9344
بھلا	9343
ٹارگٹ	9332
قوانین	9328
مسعود	9327
ساتھی	9309
عدالتی	9298
ڈویژن	9296
اول	9291
مضمون	9289
عہدے	9286
کشمیری	9278
ہوئیں	9269
فوراً	9268
باغ	9267
سیکٹر	9261
قاضی	9256
آفس	9255
رکھیں	9240
کرام	9227
بھول	9222
کمرے	9220
مقامات	9196
صبر	9192
اہلکار	9191
لوڈشیڈنگ	9188
نافذ	9181
ایڈووکیٹ	9175
دراصل	9174
کتنی	9173
قلم	9170
تخلیق	9165
پہلو	9146
حساب	9136
معیار	9131
بازار	9129
تصویر	9129
ملتی	9128
اکتوبر	9127
بچانے	9122
بینظیر	9116
تھانے	9113
کاروباری	9113
تشویش	9108
پاکستانیوں	9106
ضیاء	9100
گول	9094
رشید	9088
انقلاب	9081
کھول	9076
تاریخی	9069
ممبئی	9066
صنعت	9064
عثمان	9056
واقعے	9045
انگریزی	9044
رو	9038
ہوکر	9036
فیڈریشن	9024
ہوجائے	9021
سفیر	9013
پوزیشن	8998
جولائی	8991
شوہر	8986
مارے	8981
حصے	8981
چاروں	8980
لحاظ	8979
نثار	8978
آخرت	8966
والدین	8960
جنوری	8956
عائشہ	8951
اشارہ	8950
مسٹر	8941
امان	8936
مجید	8926
ہوٹل	8920
جذبات	8902
ڈے	8900
چلنے	8888
بیس	8888
چیمپئن	8882
حبیب	8874
سڑکوں	8858
رہائش	8855
انہی	8845
ترقیاتی	8844
منٹ	8843
مغرب	8836
آٹھ	8813
دوسروں	8812
وقار	8809
چیزوں	8806
سورج	8803
متاثرہ	8796
کائنات	8793
بیٹا	8791
اشرف	8788
انگلینڈ	8786
توانائی	8777
جون	8770
مقبول	8753
عجیب	8748
کیوایم	8746
وائس	8743
بولا	8741
بتا	8736
نکاح	8735
کونسلر	8731
کرایا	8727
کامران	8719
شان	8715
ورزی	8706
مرتب	8691
دیکھو	8674
جامع	8661
میل	8655
مسترد	8654
فیض	8646
محبوب	8646
تینوں	8636
کوچ	8636
سرگرمیوں	8633
غرض	8630
آسان	8628
زبردست	8624
تعینات	8618
انسانوں	8616
معاہدہ	8614
صلاحیت	8596
وار	8591
آہستہ	8568
بیرون	8567
جعلی	8565
حقائق	8564
فارم	8558
پچھلے	8557
سائیکل	8549
مستقل	8545
اسلم	8536
کمپنیوں	8527
بھیج	8519
اپریل	8509
اختیارات	8505
کارکن	8505
سیل	8504
ہڑتال	8498
اعمال	8494
سسٹم	8482
انڈسٹری	8464
حامد	8449
مجلس	8437
ویسٹ	8436
سروس	8431
اعتراف	8430
وہیں	8425
دفعہ	8425
شوکت	8422
کھڑی	8421
پبلک	8420
سینیٹر	8418
تیسری	8415
تکلیف	8414
بڑھا	8409
سازی	8393
شکر	8389
بالا	8388
جائیگا	8375
پہنچنے	8360
قول	8352
ایجنسی	8349
سڑک	8334
نگاہ	8334
عزم	8333
ہوسکتا	8333
